instruction,ltl,pattern_type,props
direct yourself to d but keep away from a and b then go to a but bypass b and eventually make your way to b,& U ! a d & U ! b a F b,ordered_visit,"['d', 'a', 'b']"
direct yourself to d but keep away from a and c then go to a but bypass c and eventually make your way to c,& U ! a d & U ! c a F c,ordered_visit,"['d', 'a', 'c']"
direct yourself to d but keep away from a and h then go to a but bypass h and eventually make your way to h,& U ! a d & U ! h a F h,ordered_visit,"['d', 'a', 'h']"
direct yourself to d but keep away from b and a then go to b but bypass a and eventually make your way to a,& U ! b d & U ! a b F a,ordered_visit,"['d', 'b', 'a']"
direct yourself to d but keep away from b and c then go to b but bypass c and eventually make your way to c,& U ! b d & U ! c b F c,ordered_visit,"['d', 'b', 'c']"
direct yourself to d but keep away from b and h then go to b but bypass h and eventually make your way to h,& U ! b d & U ! h b F h,ordered_visit,"['d', 'b', 'h']"
direct yourself to d but keep away from c and a then go to c but bypass a and eventually make your way to a,& U ! c d & U ! a c F a,ordered_visit,"['d', 'c', 'a']"
direct yourself to d but keep away from c and b then go to c but bypass b and eventually make your way to b,& U ! c d & U ! b c F b,ordered_visit,"['d', 'c', 'b']"
direct yourself to d but keep away from c and h then go to c but bypass h and eventually make your way to h,& U ! c d & U ! h c F h,ordered_visit,"['d', 'c', 'h']"
direct yourself to d but keep away from h and a then go to h but bypass a and eventually make your way to a,& U ! h d & U ! a h F a,ordered_visit,"['d', 'h', 'a']"
direct yourself to d but keep away from h and b then go to h but bypass b and eventually make your way to b,& U ! h d & U ! b h F b,ordered_visit,"['d', 'h', 'b']"
direct yourself to d but keep away from h and c then go to h but bypass c and eventually make your way to c,& U ! h d & U ! c h F c,ordered_visit,"['d', 'h', 'c']"
direct yourself to h but keep away from a and b then go to a but bypass b and eventually make your way to b,& U ! a h & U ! b a F b,ordered_visit,"['h', 'a', 'b']"
direct yourself to h but keep away from a and c then go to a but bypass c and eventually make your way to c,& U ! a h & U ! c a F c,ordered_visit,"['h', 'a', 'c']"
direct yourself to h but keep away from a and d then go to a but bypass d and eventually make your way to d,& U ! a h & U ! d a F d,ordered_visit,"['h', 'a', 'd']"
direct yourself to h but keep away from b and a then go to b but bypass a and eventually make your way to a,& U ! b h & U ! a b F a,ordered_visit,"['h', 'b', 'a']"
direct yourself to h but keep away from b and c then go to b but bypass c and eventually make your way to c,& U ! b h & U ! c b F c,ordered_visit,"['h', 'b', 'c']"
direct yourself to h but keep away from b and d then go to b but bypass d and eventually make your way to d,& U ! b h & U ! d b F d,ordered_visit,"['h', 'b', 'd']"
direct yourself to h but keep away from c and a then go to c but bypass a and eventually make your way to a,& U ! c h & U ! a c F a,ordered_visit,"['h', 'c', 'a']"
direct yourself to h but keep away from c and b then go to c but bypass b and eventually make your way to b,& U ! c h & U ! b c F b,ordered_visit,"['h', 'c', 'b']"
direct yourself to h but keep away from c and d then go to c but bypass d and eventually make your way to d,& U ! c h & U ! d c F d,ordered_visit,"['h', 'c', 'd']"
direct yourself to h but keep away from d and a then go to d but bypass a and eventually make your way to a,& U ! d h & U ! a d F a,ordered_visit,"['h', 'd', 'a']"
direct yourself to h but keep away from d and b then go to d but bypass b and eventually make your way to b,& U ! d h & U ! b d F b,ordered_visit,"['h', 'd', 'b']"
direct yourself to h but keep away from d and c then go to d but bypass c and eventually make your way to c,& U ! d h & U ! c d F c,ordered_visit,"['h', 'd', 'c']"
keep away from b and c while heading to a and then keep away from c while heading to b and eventually go to c,& U ! b a & U ! c b F c,ordered_visit,"['a', 'b', 'c']"
keep away from b and d while heading to a and then keep away from d while heading to b and eventually go to d,& U ! b a & U ! d b F d,ordered_visit,"['a', 'b', 'd']"
keep away from b and h while heading to a and then keep away from h while heading to b and eventually go to h,& U ! b a & U ! h b F h,ordered_visit,"['a', 'b', 'h']"
keep away from c and b while heading to a and then keep away from b while heading to c and eventually go to b,& U ! c a & U ! b c F b,ordered_visit,"['a', 'c', 'b']"
keep away from c and d while heading to a and then keep away from d while heading to c and eventually go to d,& U ! c a & U ! d c F d,ordered_visit,"['a', 'c', 'd']"
keep away from c and h while heading to a and then keep away from h while heading to c and eventually go to h,& U ! c a & U ! h c F h,ordered_visit,"['a', 'c', 'h']"
keep away from d and b while heading to a and then keep away from b while heading to d and eventually go to b,& U ! d a & U ! b d F b,ordered_visit,"['a', 'd', 'b']"
keep away from d and c while heading to a and then keep away from c while heading to d and eventually go to c,& U ! d a & U ! c d F c,ordered_visit,"['a', 'd', 'c']"
keep away from d and h while heading to a and then keep away from h while heading to d and eventually go to h,& U ! d a & U ! h d F h,ordered_visit,"['a', 'd', 'h']"
keep away from h and b while heading to a and then keep away from b while heading to h and eventually go to b,& U ! h a & U ! b h F b,ordered_visit,"['a', 'h', 'b']"
keep away from h and c while heading to a and then keep away from c while heading to h and eventually go to c,& U ! h a & U ! c h F c,ordered_visit,"['a', 'h', 'c']"
keep away from h and d while heading to a and then keep away from d while heading to h and eventually go to d,& U ! h a & U ! d h F d,ordered_visit,"['a', 'h', 'd']"
keep away from a and c while heading to b and then keep away from c while heading to a and eventually go to c,& U ! a b & U ! c a F c,ordered_visit,"['b', 'a', 'c']"
keep away from a and d while heading to b and then keep away from d while heading to a and eventually go to d,& U ! a b & U ! d a F d,ordered_visit,"['b', 'a', 'd']"
keep away from a and h while heading to b and then keep away from h while heading to a and eventually go to h,& U ! a b & U ! h a F h,ordered_visit,"['b', 'a', 'h']"
keep away from c and a while heading to b and then keep away from a while heading to c and eventually go to a,& U ! c b & U ! a c F a,ordered_visit,"['b', 'c', 'a']"
keep away from c and d while heading to b and then keep away from d while heading to c and eventually go to d,& U ! c b & U ! d c F d,ordered_visit,"['b', 'c', 'd']"
keep away from c and h while heading to b and then keep away from h while heading to c and eventually go to h,& U ! c b & U ! h c F h,ordered_visit,"['b', 'c', 'h']"
keep away from d and a while heading to b and then keep away from a while heading to d and eventually go to a,& U ! d b & U ! a d F a,ordered_visit,"['b', 'd', 'a']"
keep away from d and c while heading to b and then keep away from c while heading to d and eventually go to c,& U ! d b & U ! c d F c,ordered_visit,"['b', 'd', 'c']"
keep away from d and h while heading to b and then keep away from h while heading to d and eventually go to h,& U ! d b & U ! h d F h,ordered_visit,"['b', 'd', 'h']"
keep away from h and a while heading to b and then keep away from a while heading to h and eventually go to a,& U ! h b & U ! a h F a,ordered_visit,"['b', 'h', 'a']"
keep away from h and c while heading to b and then keep away from c while heading to h and eventually go to c,& U ! h b & U ! c h F c,ordered_visit,"['b', 'h', 'c']"
keep away from h and d while heading to b and then keep away from d while heading to h and eventually go to d,& U ! h b & U ! d h F d,ordered_visit,"['b', 'h', 'd']"
keep away from a and b while heading to c and then keep away from b while heading to a and eventually go to b,& U ! a c & U ! b a F b,ordered_visit,"['c', 'a', 'b']"
keep away from a and d while heading to c and then keep away from d while heading to a and eventually go to d,& U ! a c & U ! d a F d,ordered_visit,"['c', 'a', 'd']"
keep away from a and h while heading to c and then keep away from h while heading to a and eventually go to h,& U ! a c & U ! h a F h,ordered_visit,"['c', 'a', 'h']"
keep away from b and a while heading to c and then keep away from a while heading to b and eventually go to a,& U ! b c & U ! a b F a,ordered_visit,"['c', 'b', 'a']"
keep away from b and d while heading to c and then keep away from d while heading to b and eventually go to d,& U ! b c & U ! d b F d,ordered_visit,"['c', 'b', 'd']"
keep away from b and h while heading to c and then keep away from h while heading to b and eventually go to h,& U ! b c & U ! h b F h,ordered_visit,"['c', 'b', 'h']"
keep away from d and a while heading to c and then keep away from a while heading to d and eventually go to a,& U ! d c & U ! a d F a,ordered_visit,"['c', 'd', 'a']"
keep away from d and b while heading to c and then keep away from b while heading to d and eventually go to b,& U ! d c & U ! b d F b,ordered_visit,"['c', 'd', 'b']"
keep away from d and h while heading to c and then keep away from h while heading to d and eventually go to h,& U ! d c & U ! h d F h,ordered_visit,"['c', 'd', 'h']"
keep away from h and a while heading to c and then keep away from a while heading to h and eventually go to a,& U ! h c & U ! a h F a,ordered_visit,"['c', 'h', 'a']"
keep away from h and b while heading to c and then keep away from b while heading to h and eventually go to b,& U ! h c & U ! b h F b,ordered_visit,"['c', 'h', 'b']"
keep away from h and d while heading to c and then keep away from d while heading to h and eventually go to d,& U ! h c & U ! d h F d,ordered_visit,"['c', 'h', 'd']"
keep away from a and b while heading to d and then keep away from b while heading to a and eventually go to b,& U ! a d & U ! b a F b,ordered_visit,"['d', 'a', 'b']"
keep away from a and c while heading to d and then keep away from c while heading to a and eventually go to c,& U ! a d & U ! c a F c,ordered_visit,"['d', 'a', 'c']"
keep away from a and h while heading to d and then keep away from h while heading to a and eventually go to h,& U ! a d & U ! h a F h,ordered_visit,"['d', 'a', 'h']"
keep away from b and a while heading to d and then keep away from a while heading to b and eventually go to a,& U ! b d & U ! a b F a,ordered_visit,"['d', 'b', 'a']"
keep away from b and c while heading to d and then keep away from c while heading to b and eventually go to c,& U ! b d & U ! c b F c,ordered_visit,"['d', 'b', 'c']"
keep away from b and h while heading to d and then keep away from h while heading to b and eventually go to h,& U ! b d & U ! h b F h,ordered_visit,"['d', 'b', 'h']"
keep away from c and a while heading to d and then keep away from a while heading to c and eventually go to a,& U ! c d & U ! a c F a,ordered_visit,"['d', 'c', 'a']"
keep away from c and b while heading to d and then keep away from b while heading to c and eventually go to b,& U ! c d & U ! b c F b,ordered_visit,"['d', 'c', 'b']"
keep away from c and h while heading to d and then keep away from h while heading to c and eventually go to h,& U ! c d & U ! h c F h,ordered_visit,"['d', 'c', 'h']"
keep away from h and a while heading to d and then keep away from a while heading to h and eventually go to a,& U ! h d & U ! a h F a,ordered_visit,"['d', 'h', 'a']"
keep away from h and b while heading to d and then keep away from b while heading to h and eventually go to b,& U ! h d & U ! b h F b,ordered_visit,"['d', 'h', 'b']"
keep away from h and c while heading to d and then keep away from c while heading to h and eventually go to c,& U ! h d & U ! c h F c,ordered_visit,"['d', 'h', 'c']"
keep away from a and b while heading to h and then keep away from b while heading to a and eventually go to b,& U ! a h & U ! b a F b,ordered_visit,"['h', 'a', 'b']"
keep away from a and c while heading to h and then keep away from c while heading to a and eventually go to c,& U ! a h & U ! c a F c,ordered_visit,"['h', 'a', 'c']"
keep away from a and d while heading to h and then keep away from d while heading to a and eventually go to d,& U ! a h & U ! d a F d,ordered_visit,"['h', 'a', 'd']"
keep away from b and a while heading to h and then keep away from a while heading to b and eventually go to a,& U ! b h & U ! a b F a,ordered_visit,"['h', 'b', 'a']"
keep away from b and c while heading to h and then keep away from c while heading to b and eventually go to c,& U ! b h & U ! c b F c,ordered_visit,"['h', 'b', 'c']"
keep away from b and d while heading to h and then keep away from d while heading to b and eventually go to d,& U ! b h & U ! d b F d,ordered_visit,"['h', 'b', 'd']"
keep away from c and a while heading to h and then keep away from a while heading to c and eventually go to a,& U ! c h & U ! a c F a,ordered_visit,"['h', 'c', 'a']"
keep away from c and b while heading to h and then keep away from b while heading to c and eventually go to b,& U ! c h & U ! b c F b,ordered_visit,"['h', 'c', 'b']"
keep away from c and d while heading to h and then keep away from d while heading to c and eventually go to d,& U ! c h & U ! d c F d,ordered_visit,"['h', 'c', 'd']"
keep away from d and a while heading to h and then keep away from a while heading to d and eventually go to a,& U ! d h & U ! a d F a,ordered_visit,"['h', 'd', 'a']"
keep away from d and b while heading to h and then keep away from b while heading to d and eventually go to b,& U ! d h & U ! b d F b,ordered_visit,"['h', 'd', 'b']"
keep away from d and c while heading to h and then keep away from c while heading to d and eventually go to c,& U ! d h & U ! c d F c,ordered_visit,"['h', 'd', 'c']"
visit a b and c in order but keep avoiding latter ones when you are heading to former ones,& U ! b a & U ! c b F c,ordered_visit,"['a', 'b', 'c']"
visit a b and d in order but keep avoiding latter ones when you are heading to former ones,& U ! b a & U ! d b F d,ordered_visit,"['a', 'b', 'd']"
visit a b and h in order but keep avoiding latter ones when you are heading to former ones,& U ! b a & U ! h b F h,ordered_visit,"['a', 'b', 'h']"
visit a c and b in order but keep avoiding latter ones when you are heading to former ones,& U ! c a & U ! b c F b,ordered_visit,"['a', 'c', 'b']"
visit a c and d in order but keep avoiding latter ones when you are heading to former ones,& U ! c a & U ! d c F d,ordered_visit,"['a', 'c', 'd']"
visit a c and h in order but keep avoiding latter ones when you are heading to former ones,& U ! c a & U ! h c F h,ordered_visit,"['a', 'c', 'h']"
visit a d and b in order but keep avoiding latter ones when you are heading to former ones,& U ! d a & U ! b d F b,ordered_visit,"['a', 'd', 'b']"
visit a d and c in order but keep avoiding latter ones when you are heading to former ones,& U ! d a & U ! c d F c,ordered_visit,"['a', 'd', 'c']"
visit a d and h in order but keep avoiding latter ones when you are heading to former ones,& U ! d a & U ! h d F h,ordered_visit,"['a', 'd', 'h']"
visit a h and b in order but keep avoiding latter ones when you are heading to former ones,& U ! h a & U ! b h F b,ordered_visit,"['a', 'h', 'b']"
visit a h and c in order but keep avoiding latter ones when you are heading to former ones,& U ! h a & U ! c h F c,ordered_visit,"['a', 'h', 'c']"
visit a h and d in order but keep avoiding latter ones when you are heading to former ones,& U ! h a & U ! d h F d,ordered_visit,"['a', 'h', 'd']"
visit b a and c in order but keep avoiding latter ones when you are heading to former ones,& U ! a b & U ! c a F c,ordered_visit,"['b', 'a', 'c']"
visit b a and d in order but keep avoiding latter ones when you are heading to former ones,& U ! a b & U ! d a F d,ordered_visit,"['b', 'a', 'd']"
visit b a and h in order but keep avoiding latter ones when you are heading to former ones,& U ! a b & U ! h a F h,ordered_visit,"['b', 'a', 'h']"
visit b c and a in order but keep avoiding latter ones when you are heading to former ones,& U ! c b & U ! a c F a,ordered_visit,"['b', 'c', 'a']"
visit b c and d in order but keep avoiding latter ones when you are heading to former ones,& U ! c b & U ! d c F d,ordered_visit,"['b', 'c', 'd']"
visit b c and h in order but keep avoiding latter ones when you are heading to former ones,& U ! c b & U ! h c F h,ordered_visit,"['b', 'c', 'h']"
visit b d and a in order but keep avoiding latter ones when you are heading to former ones,& U ! d b & U ! a d F a,ordered_visit,"['b', 'd', 'a']"
visit b d and c in order but keep avoiding latter ones when you are heading to former ones,& U ! d b & U ! c d F c,ordered_visit,"['b', 'd', 'c']"
visit b d and h in order but keep avoiding latter ones when you are heading to former ones,& U ! d b & U ! h d F h,ordered_visit,"['b', 'd', 'h']"
visit b h and a in order but keep avoiding latter ones when you are heading to former ones,& U ! h b & U ! a h F a,ordered_visit,"['b', 'h', 'a']"
visit b h and c in order but keep avoiding latter ones when you are heading to former ones,& U ! h b & U ! c h F c,ordered_visit,"['b', 'h', 'c']"
visit b h and d in order but keep avoiding latter ones when you are heading to former ones,& U ! h b & U ! d h F d,ordered_visit,"['b', 'h', 'd']"
visit c a and b in order but keep avoiding latter ones when you are heading to former ones,& U ! a c & U ! b a F b,ordered_visit,"['c', 'a', 'b']"
visit c a and d in order but keep avoiding latter ones when you are heading to former ones,& U ! a c & U ! d a F d,ordered_visit,"['c', 'a', 'd']"
visit c a and h in order but keep avoiding latter ones when you are heading to former ones,& U ! a c & U ! h a F h,ordered_visit,"['c', 'a', 'h']"
visit c b and a in order but keep avoiding latter ones when you are heading to former ones,& U ! b c & U ! a b F a,ordered_visit,"['c', 'b', 'a']"
visit c b and d in order but keep avoiding latter ones when you are heading to former ones,& U ! b c & U ! d b F d,ordered_visit,"['c', 'b', 'd']"
visit c b and h in order but keep avoiding latter ones when you are heading to former ones,& U ! b c & U ! h b F h,ordered_visit,"['c', 'b', 'h']"
visit c d and a in order but keep avoiding latter ones when you are heading to former ones,& U ! d c & U ! a d F a,ordered_visit,"['c', 'd', 'a']"
visit c d and b in order but keep avoiding latter ones when you are heading to former ones,& U ! d c & U ! b d F b,ordered_visit,"['c', 'd', 'b']"
visit c d and h in order but keep avoiding latter ones when you are heading to former ones,& U ! d c & U ! h d F h,ordered_visit,"['c', 'd', 'h']"
visit c h and a in order but keep avoiding latter ones when you are heading to former ones,& U ! h c & U ! a h F a,ordered_visit,"['c', 'h', 'a']"
visit c h and b in order but keep avoiding latter ones when you are heading to former ones,& U ! h c & U ! b h F b,ordered_visit,"['c', 'h', 'b']"
visit c h and d in order but keep avoiding latter ones when you are heading to former ones,& U ! h c & U ! d h F d,ordered_visit,"['c', 'h', 'd']"
visit d a and b in order but keep avoiding latter ones when you are heading to former ones,& U ! a d & U ! b a F b,ordered_visit,"['d', 'a', 'b']"
visit d a and c in order but keep avoiding latter ones when you are heading to former ones,& U ! a d & U ! c a F c,ordered_visit,"['d', 'a', 'c']"
visit d a and h in order but keep avoiding latter ones when you are heading to former ones,& U ! a d & U ! h a F h,ordered_visit,"['d', 'a', 'h']"
visit d b and a in order but keep avoiding latter ones when you are heading to former ones,& U ! b d & U ! a b F a,ordered_visit,"['d', 'b', 'a']"
visit d b and c in order but keep avoiding latter ones when you are heading to former ones,& U ! b d & U ! c b F c,ordered_visit,"['d', 'b', 'c']"
visit d b and h in order but keep avoiding latter ones when you are heading to former ones,& U ! b d & U ! h b F h,ordered_visit,"['d', 'b', 'h']"
visit d c and a in order but keep avoiding latter ones when you are heading to former ones,& U ! c d & U ! a c F a,ordered_visit,"['d', 'c', 'a']"
visit d c and b in order but keep avoiding latter ones when you are heading to former ones,& U ! c d & U ! b c F b,ordered_visit,"['d', 'c', 'b']"
visit d c and h in order but keep avoiding latter ones when you are heading to former ones,& U ! c d & U ! h c F h,ordered_visit,"['d', 'c', 'h']"
visit d h and a in order but keep avoiding latter ones when you are heading to former ones,& U ! h d & U ! a h F a,ordered_visit,"['d', 'h', 'a']"
visit d h and b in order but keep avoiding latter ones when you are heading to former ones,& U ! h d & U ! b h F b,ordered_visit,"['d', 'h', 'b']"
visit d h and c in order but keep avoiding latter ones when you are heading to former ones,& U ! h d & U ! c h F c,ordered_visit,"['d', 'h', 'c']"
visit h a and b in order but keep avoiding latter ones when you are heading to former ones,& U ! a h & U ! b a F b,ordered_visit,"['h', 'a', 'b']"
visit h a and c in order but keep avoiding latter ones when you are heading to former ones,& U ! a h & U ! c a F c,ordered_visit,"['h', 'a', 'c']"
visit h a and d in order but keep avoiding latter ones when you are heading to former ones,& U ! a h & U ! d a F d,ordered_visit,"['h', 'a', 'd']"
visit h b and a in order but keep avoiding latter ones when you are heading to former ones,& U ! b h & U ! a b F a,ordered_visit,"['h', 'b', 'a']"
visit h b and c in order but keep avoiding latter ones when you are heading to former ones,& U ! b h & U ! c b F c,ordered_visit,"['h', 'b', 'c']"
visit h b and d in order but keep avoiding latter ones when you are heading to former ones,& U ! b h & U ! d b F d,ordered_visit,"['h', 'b', 'd']"
visit h c and a in order but keep avoiding latter ones when you are heading to former ones,& U ! c h & U ! a c F a,ordered_visit,"['h', 'c', 'a']"
visit h c and b in order but keep avoiding latter ones when you are heading to former ones,& U ! c h & U ! b c F b,ordered_visit,"['h', 'c', 'b']"
visit h c and d in order but keep avoiding latter ones when you are heading to former ones,& U ! c h & U ! d c F d,ordered_visit,"['h', 'c', 'd']"
visit h d and a in order but keep avoiding latter ones when you are heading to former ones,& U ! d h & U ! a d F a,ordered_visit,"['h', 'd', 'a']"
visit h d and b in order but keep avoiding latter ones when you are heading to former ones,& U ! d h & U ! b d F b,ordered_visit,"['h', 'd', 'b']"
visit h d and c in order but keep avoiding latter ones when you are heading to former ones,& U ! d h & U ! c d F c,ordered_visit,"['h', 'd', 'c']"
go to a,F a,visit,['a']
go to b,F b,visit,['b']
go to c,F c,visit,['c']
go to d,F d,visit,['d']
go to h,F h,visit,['h']
make sure you visit a at least once,F a,visit,['a']
make sure you visit b at least once,F b,visit,['b']
make sure you visit c at least once,F c,visit,['c']
make sure you visit d at least once,F d,visit,['d']
make sure you visit h at least once,F h,visit,['h']
walk to a,F a,visit,['a']
walk to b,F b,visit,['b']
walk to c,F c,visit,['c']
walk to d,F d,visit,['d']
walk to h,F h,visit,['h']
make your way to a,F a,visit,['a']
make your way to b,F b,visit,['b']
make your way to c,F c,visit,['c']
make your way to d,F d,visit,['d']
make your way to h,F h,visit,['h']
head to a,F a,visit,['a']
head to b,F b,visit,['b']
head to c,F c,visit,['c']
head to d,F d,visit,['d']
head to h,F h,visit,['h']
do not visit b until you go to a,& U ! b a F b,ordered_visit,"['a', 'b']"
do not visit c until you go to a,& U ! c a F c,ordered_visit,"['a', 'c']"
do not visit d until you go to a,& U ! d a F d,ordered_visit,"['a', 'd']"
do not visit h until you go to a,& U ! h a F h,ordered_visit,"['a', 'h']"
do not visit a until you go to b,& U ! a b F a,ordered_visit,"['b', 'a']"
do not visit c until you go to b,& U ! c b F c,ordered_visit,"['b', 'c']"
do not visit d until you go to b,& U ! d b F d,ordered_visit,"['b', 'd']"
do not visit h until you go to b,& U ! h b F h,ordered_visit,"['b', 'h']"
do not visit a until you go to c,& U ! a c F a,ordered_visit,"['c', 'a']"
do not visit b until you go to c,& U ! b c F b,ordered_visit,"['c', 'b']"
do not visit d until you go to c,& U ! d c F d,ordered_visit,"['c', 'd']"
do not visit h until you go to c,& U ! h c F h,ordered_visit,"['c', 'h']"
do not visit a until you go to d,& U ! a d F a,ordered_visit,"['d', 'a']"
do not visit b until you go to d,& U ! b d F b,ordered_visit,"['d', 'b']"
do not visit c until you go to d,& U ! c d F c,ordered_visit,"['d', 'c']"
do not visit h until you go to d,& U ! h d F h,ordered_visit,"['d', 'h']"
do not visit a until you go to h,& U ! a h F a,ordered_visit,"['h', 'a']"
do not visit b until you go to h,& U ! b h F b,ordered_visit,"['h', 'b']"
do not visit c until you go to h,& U ! c h F c,ordered_visit,"['h', 'c']"
do not visit d until you go to h,& U ! d h F d,ordered_visit,"['h', 'd']"
you must visit a first before going to b,& U ! b a F b,ordered_visit,"['a', 'b']"
you must visit a first before going to c,& U ! c a F c,ordered_visit,"['a', 'c']"
you must visit a first before going to d,& U ! d a F d,ordered_visit,"['a', 'd']"
you must visit a first before going to h,& U ! h a F h,ordered_visit,"['a', 'h']"
you must visit b first before going to a,& U ! a b F a,ordered_visit,"['b', 'a']"
you must visit b first before going to c,& U ! c b F c,ordered_visit,"['b', 'c']"
you must visit b first before going to d,& U ! d b F d,ordered_visit,"['b', 'd']"
you must visit b first before going to h,& U ! h b F h,ordered_visit,"['b', 'h']"
you must visit c first before going to a,& U ! a c F a,ordered_visit,"['c', 'a']"
you must visit c first before going to b,& U ! b c F b,ordered_visit,"['c', 'b']"
you must visit c first before going to d,& U ! d c F d,ordered_visit,"['c', 'd']"
you must visit c first before going to h,& U ! h c F h,ordered_visit,"['c', 'h']"
you must visit d first before going to a,& U ! a d F a,ordered_visit,"['d', 'a']"
you must visit d first before going to b,& U ! b d F b,ordered_visit,"['d', 'b']"
you must visit d first before going to c,& U ! c d F c,ordered_visit,"['d', 'c']"
you must visit d first before going to h,& U ! h d F h,ordered_visit,"['d', 'h']"
you must visit h first before going to a,& U ! a h F a,ordered_visit,"['h', 'a']"
you must visit h first before going to b,& U ! b h F b,ordered_visit,"['h', 'b']"
you must visit h first before going to c,& U ! c h F c,ordered_visit,"['h', 'c']"
you must visit h first before going to d,& U ! d h F d,ordered_visit,"['h', 'd']"
before visiting b c d and h visit a and never visit it again then visit b before c d and h and never visit it again do not visit d and h until you visit c never visit c again then visit d before h and never visit h again finally visit h,& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h,strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']"
before visiting b c h and d visit a and never visit it again then visit b before c h and d and never visit it again do not visit h and d until you visit c never visit c again then visit h before d and never visit d again finally visit d,& & U ! b a & U ! c b & U ! h c & U ! d h F d & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c h U ! h U h U ! h d,strictly_ordered_visit,"['a', 'b', 'c', 'h', 'd']"
before visiting b d c and h visit a and never visit it again then visit b before d c and h and never visit it again do not visit c and h until you visit d never visit d again then visit c before h and never visit h again finally visit h,& & U ! b a & U ! d b & U ! c d & U ! h c F h & U ! a U a U ! a b & U ! b U b U ! b d & U ! d U d U ! d c U ! c U c U ! c h,strictly_ordered_visit,"['a', 'b', 'd', 'c', 'h']"
before visiting b d h and c visit a and never visit it again then visit b before d h and c and never visit it again do not visit h and c until you visit d never visit d again then visit h before c and never visit c again finally visit c,& & U ! b a & U ! d b & U ! h d & U ! c h F c & U ! a U a U ! a b & U ! b U b U ! b d & U ! d U d U ! d h U ! h U h U ! h c,strictly_ordered_visit,"['a', 'b', 'd', 'h', 'c']"
before visiting b h c and d visit a and never visit it again then visit b before h c and d and never visit it again do not visit c and d until you visit h never visit h again then visit c before d and never visit d again finally visit d,& & U ! b a & U ! h b & U ! c h & U ! d c F d & U ! a U a U ! a b & U ! b U b U ! b h & U ! h U h U ! h c U ! c U c U ! c d,strictly_ordered_visit,"['a', 'b', 'h', 'c', 'd']"
before visiting b h d and c visit a and never visit it again then visit b before h d and c and never visit it again do not visit d and c until you visit h never visit h again then visit d before c and never visit c again finally visit c,& & U ! b a & U ! h b & U ! d h & U ! c d F c & U ! a U a U ! a b & U ! b U b U ! b h & U ! h U h U ! h d U ! d U d U ! d c,strictly_ordered_visit,"['a', 'b', 'h', 'd', 'c']"
before visiting c b d and h visit a and never visit it again then visit c before b d and h and never visit it again do not visit d and h until you visit b never visit b again then visit d before h and never visit h again finally visit h,& & U ! c a & U ! b c & U ! d b & U ! h d F h & U ! a U a U ! a c & U ! c U c U ! c b & U ! b U b U ! b d U ! d U d U ! d h,strictly_ordered_visit,"['a', 'c', 'b', 'd', 'h']"
before visiting c b h and d visit a and never visit it again then visit c before b h and d and never visit it again do not visit h and d until you visit b never visit b again then visit h before d and never visit d again finally visit d,& & U ! c a & U ! b c & U ! h b & U ! d h F d & U ! a U a U ! a c & U ! c U c U ! c b & U ! b U b U ! b h U ! h U h U ! h d,strictly_ordered_visit,"['a', 'c', 'b', 'h', 'd']"
before visiting c d b and h visit a and never visit it again then visit c before d b and h and never visit it again do not visit b and h until you visit d never visit d again then visit b before h and never visit h again finally visit h,& & U ! c a & U ! d c & U ! b d & U ! h b F h & U ! a U a U ! a c & U ! c U c U ! c d & U ! d U d U ! d b U ! b U b U ! b h,strictly_ordered_visit,"['a', 'c', 'd', 'b', 'h']"
before visiting c d h and b visit a and never visit it again then visit c before d h and b and never visit it again do not visit h and b until you visit d never visit d again then visit h before b and never visit b again finally visit b,& & U ! c a & U ! d c & U ! h d & U ! b h F b & U ! a U a U ! a c & U ! c U c U ! c d & U ! d U d U ! d h U ! h U h U ! h b,strictly_ordered_visit,"['a', 'c', 'd', 'h', 'b']"
before visiting c h b and d visit a and never visit it again then visit c before h b and d and never visit it again do not visit b and d until you visit h never visit h again then visit b before d and never visit d again finally visit d,& & U ! c a & U ! h c & U ! b h & U ! d b F d & U ! a U a U ! a c & U ! c U c U ! c h & U ! h U h U ! h b U ! b U b U ! b d,strictly_ordered_visit,"['a', 'c', 'h', 'b', 'd']"
before visiting c h d and b visit a and never visit it again then visit c before h d and b and never visit it again do not visit d and b until you visit h never visit h again then visit d before b and never visit b again finally visit b,& & U ! c a & U ! h c & U ! d h & U ! b d F b & U ! a U a U ! a c & U ! c U c U ! c h & U ! h U h U ! h d U ! d U d U ! d b,strictly_ordered_visit,"['a', 'c', 'h', 'd', 'b']"
before visiting d b c and h visit a and never visit it again then visit d before b c and h and never visit it again do not visit c and h until you visit b never visit b again then visit c before h and never visit h again finally visit h,& & U ! d a & U ! b d & U ! c b & U ! h c F h & U ! a U a U ! a d & U ! d U d U ! d b & U ! b U b U ! b c U ! c U c U ! c h,strictly_ordered_visit,"['a', 'd', 'b', 'c', 'h']"
