instruction,ltl,pattern_type,props
keep visiting a d h b and c an infinite number of times,& G F a & G F d & G F h & G F b G F c,patrolling,"['a', 'd', 'h', 'b', 'c']"
keep visiting a d h c and b an infinite number of times,& G F a & G F d & G F h & G F c G F b,patrolling,"['a', 'd', 'h', 'c', 'b']"
keep visiting a h b c and d an infinite number of times,& G F a & G F h & G F b & G F c G F d,patrolling,"['a', 'h', 'b', 'c', 'd']"
keep visiting a h b d and c an infinite number of times,& G F a & G F h & G F b & G F d G F c,patrolling,"['a', 'h', 'b', 'd', 'c']"
keep visiting a h c b and d an infinite number of times,& G F a & G F h & G F c & G F b G F d,patrolling,"['a', 'h', 'c', 'b', 'd']"
keep visiting a h c d and b an infinite number of times,& G F a & G F h & G F c & G F d G F b,patrolling,"['a', 'h', 'c', 'd', 'b']"
keep visiting a h d b and c an infinite number of times,& G F a & G F h & G F d & G F b G F c,patrolling,"['a', 'h', 'd', 'b', 'c']"
keep visiting a h d c and b an infinite number of times,& G F a & G F h & G F d & G F c G F b,patrolling,"['a', 'h', 'd', 'c', 'b']"
keep visiting b a c d and h an infinite number of times,& G F b & G F a & G F c & G F d G F h,patrolling,"['b', 'a', 'c', 'd', 'h']"
keep visiting b a c h and d an infinite number of times,& G F b & G F a & G F c & G F h G F d,patrolling,"['b', 'a', 'c', 'h', 'd']"
keep visiting b a d c and h an infinite number of times,& G F b & G F a & G F d & G F c G F h,patrolling,"['b', 'a', 'd', 'c', 'h']"
keep visiting b a d h and c an infinite number of times,& G F b & G F a & G F d & G F h G F c,patrolling,"['b', 'a', 'd', 'h', 'c']"
keep visiting b a h c and d an infinite number of times,& G F b & G F a & G F h & G F c G F d,patrolling,"['b', 'a', 'h', 'c', 'd']"
keep visiting b a h d and c an infinite number of times,& G F b & G F a & G F h & G F d G F c,patrolling,"['b', 'a', 'h', 'd', 'c']"
keep visiting b c a d and h an infinite number of times,& G F b & G F c & G F a & G F d G F h,patrolling,"['b', 'c', 'a', 'd', 'h']"
keep visiting b c a h and d an infinite number of times,& G F b & G F c & G F a & G F h G F d,patrolling,"['b', 'c', 'a', 'h', 'd']"
keep visiting b c d a and h an infinite number of times,& G F b & G F c & G F d & G F a G F h,patrolling,"['b', 'c', 'd', 'a', 'h']"
keep visiting b c d h and a an infinite number of times,& G F b & G F c & G F d & G F h G F a,patrolling,"['b', 'c', 'd', 'h', 'a']"
keep visiting b c h a and d an infinite number of times,& G F b & G F c & G F h & G F a G F d,patrolling,"['b', 'c', 'h', 'a', 'd']"
keep visiting b c h d and a an infinite number of times,& G F b & G F c & G F h & G F d G F a,patrolling,"['b', 'c', 'h', 'd', 'a']"
keep visiting b d a c and h an infinite number of times,& G F b & G F d & G F a & G F c G F h,patrolling,"['b', 'd', 'a', 'c', 'h']"
keep visiting b d a h and c an infinite number of times,& G F b & G F d & G F a & G F h G F c,patrolling,"['b', 'd', 'a', 'h', 'c']"
keep visiting b d c a and h an infinite number of times,& G F b & G F d & G F c & G F a G F h,patrolling,"['b', 'd', 'c', 'a', 'h']"
keep visiting b d c h and a an infinite number of times,& G F b & G F d & G F c & G F h G F a,patrolling,"['b', 'd', 'c', 'h', 'a']"
keep visiting b d h a and c an infinite number of times,& G F b & G F d & G F h & G F a G F c,patrolling,"['b', 'd', 'h', 'a', 'c']"
keep visiting b d h c and a an infinite number of times,& G F b & G F d & G F h & G F c G F a,patrolling,"['b', 'd', 'h', 'c', 'a']"
keep visiting b h a c and d an infinite number of times,& G F b & G F h & G F a & G F c G F d,patrolling,"['b', 'h', 'a', 'c', 'd']"
keep visiting b h a d and c an infinite number of times,& G F b & G F h & G F a & G F d G F c,patrolling,"['b', 'h', 'a', 'd', 'c']"
keep visiting b h c a and d an infinite number of times,& G F b & G F h & G F c & G F a G F d,patrolling,"['b', 'h', 'c', 'a', 'd']"
keep visiting b h c d and a an infinite number of times,& G F b & G F h & G F c & G F d G F a,patrolling,"['b', 'h', 'c', 'd', 'a']"
keep visiting b h d a and c an infinite number of times,& G F b & G F h & G F d & G F a G F c,patrolling,"['b', 'h', 'd', 'a', 'c']"
keep visiting b h d c and a an infinite number of times,& G F b & G F h & G F d & G F c G F a,patrolling,"['b', 'h', 'd', 'c', 'a']"
keep visiting c a b d and h an infinite number of times,& G F c & G F a & G F b & G F d G F h,patrolling,"['c', 'a', 'b', 'd', 'h']"
keep visiting c a b h and d an infinite number of times,& G F c & G F a & G F b & G F h G F d,patrolling,"['c', 'a', 'b', 'h', 'd']"
keep visiting c a d b and h an infinite number of times,& G F c & G F a & G F d & G F b G F h,patrolling,"['c', 'a', 'd', 'b', 'h']"
keep visiting c a d h and b an infinite number of times,& G F c & G F a & G F d & G F h G F b,patrolling,"['c', 'a', 'd', 'h', 'b']"
keep visiting c a h b and d an infinite number of times,& G F c & G F a & G F h & G F b G F d,patrolling,"['c', 'a', 'h', 'b', 'd']"
keep visiting c a h d and b an infinite number of times,& G F c & G F a & G F h & G F d G F b,patrolling,"['c', 'a', 'h', 'd', 'b']"
keep visiting c b a d and h an infinite number of times,& G F c & G F b & G F a & G F d G F h,patrolling,"['c', 'b', 'a', 'd', 'h']"
keep visiting c b a h and d an infinite number of times,& G F c & G F b & G F a & G F h G F d,patrolling,"['c', 'b', 'a', 'h', 'd']"
keep visiting c b d a and h an infinite number of times,& G F c & G F b & G F d & G F a G F h,patrolling,"['c', 'b', 'd', 'a', 'h']"
keep visiting c b d h and a an infinite number of times,& G F c & G F b & G F d & G F h G F a,patrolling,"['c', 'b', 'd', 'h', 'a']"
keep visiting c b h a and d an infinite number of times,& G F c & G F b & G F h & G F a G F d,patrolling,"['c', 'b', 'h', 'a', 'd']"
keep visiting c b h d and a an infinite number of times,& G F c & G F b & G F h & G F d G F a,patrolling,"['c', 'b', 'h', 'd', 'a']"
keep visiting c d a b and h an infinite number of times,& G F c & G F d & G F a & G F b G F h,patrolling,"['c', 'd', 'a', 'b', 'h']"
keep visiting c d a h and b an infinite number of times,& G F c & G F d & G F a & G F h G F b,patrolling,"['c', 'd', 'a', 'h', 'b']"
keep visiting c d b a and h an infinite number of times,& G F c & G F d & G F b & G F a G F h,patrolling,"['c', 'd', 'b', 'a', 'h']"
keep visiting c d b h and a an infinite number of times,& G F c & G F d & G F b & G F h G F a,patrolling,"['c', 'd', 'b', 'h', 'a']"
keep visiting c d h a and b an infinite number of times,& G F c & G F d & G F h & G F a G F b,patrolling,"['c', 'd', 'h', 'a', 'b']"
keep visiting c d h b and a an infinite number of times,& G F c & G F d & G F h & G F b G F a,patrolling,"['c', 'd', 'h', 'b', 'a']"
keep visiting c h a b and d an infinite number of times,& G F c & G F h & G F a & G F b G F d,patrolling,"['c', 'h', 'a', 'b', 'd']"
keep visiting c h a d and b an infinite number of times,& G F c & G F h & G F a & G F d G F b,patrolling,"['c', 'h', 'a', 'd', 'b']"
keep visiting c h b a and d an infinite number of times,& G F c & G F h & G F b & G F a G F d,patrolling,"['c', 'h', 'b', 'a', 'd']"
keep visiting c h b d and a an infinite number of times,& G F c & G F h & G F b & G F d G F a,patrolling,"['c', 'h', 'b', 'd', 'a']"
keep visiting c h d a and b an infinite number of times,& G F c & G F h & G F d & G F a G F b,patrolling,"['c', 'h', 'd', 'a', 'b']"
keep visiting c h d b and a an infinite number of times,& G F c & G F h & G F d & G F b G F a,patrolling,"['c', 'h', 'd', 'b', 'a']"
keep visiting d a b c and h an infinite number of times,& G F d & G F a & G F b & G F c G F h,patrolling,"['d', 'a', 'b', 'c', 'h']"
keep visiting d a b h and c an infinite number of times,& G F d & G F a & G F b & G F h G F c,patrolling,"['d', 'a', 'b', 'h', 'c']"
keep visiting d a c b and h an infinite number of times,& G F d & G F a & G F c & G F b G F h,patrolling,"['d', 'a', 'c', 'b', 'h']"
keep visiting d a c h and b an infinite number of times,& G F d & G F a & G F c & G F h G F b,patrolling,"['d', 'a', 'c', 'h', 'b']"
keep visiting d a h b and c an infinite number of times,& G F d & G F a & G F h & G F b G F c,patrolling,"['d', 'a', 'h', 'b', 'c']"
keep visiting d a h c and b an infinite number of times,& G F d & G F a & G F h & G F c G F b,patrolling,"['d', 'a', 'h', 'c', 'b']"
keep visiting d b a c and h an infinite number of times,& G F d & G F b & G F a & G F c G F h,patrolling,"['d', 'b', 'a', 'c', 'h']"
keep visiting d b a h and c an infinite number of times,& G F d & G F b & G F a & G F h G F c,patrolling,"['d', 'b', 'a', 'h', 'c']"
keep visiting d b c a and h an infinite number of times,& G F d & G F b & G F c & G F a G F h,patrolling,"['d', 'b', 'c', 'a', 'h']"
keep visiting d b c h and a an infinite number of times,& G F d & G F b & G F c & G F h G F a,patrolling,"['d', 'b', 'c', 'h', 'a']"
keep visiting d b h a and c an infinite number of times,& G F d & G F b & G F h & G F a G F c,patrolling,"['d', 'b', 'h', 'a', 'c']"
keep visiting d b h c and a an infinite number of times,& G F d & G F b & G F h & G F c G F a,patrolling,"['d', 'b', 'h', 'c', 'a']"
keep visiting d c a b and h an infinite number of times,& G F d & G F c & G F a & G F b G F h,patrolling,"['d', 'c', 'a', 'b', 'h']"
keep visiting d c a h and b an infinite number of times,& G F d & G F c & G F a & G F h G F b,patrolling,"['d', 'c', 'a', 'h', 'b']"
keep visiting d c b a and h an infinite number of times,& G F d & G F c & G F b & G F a G F h,patrolling,"['d', 'c', 'b', 'a', 'h']"
keep visiting d c b h and a an infinite number of times,& G F d & G F c & G F b & G F h G F a,patrolling,"['d', 'c', 'b', 'h', 'a']"
keep visiting d c h a and b an infinite number of times,& G F d & G F c & G F h & G F a G F b,patrolling,"['d', 'c', 'h', 'a', 'b']"
keep visiting d c h b and a an infinite number of times,& G F d & G F c & G F h & G F b G F a,patrolling,"['d', 'c', 'h', 'b', 'a']"
keep visiting d h a b and c an infinite number of times,& G F d & G F h & G F a & G F b G F c,patrolling,"['d', 'h', 'a', 'b', 'c']"
keep visiting d h a c and b an infinite number of times,& G F d & G F h & G F a & G F c G F b,patrolling,"['d', 'h', 'a', 'c', 'b']"
keep visiting d h b a and c an infinite number of times,& G F d & G F h & G F b & G F a G F c,patrolling,"['d', 'h', 'b', 'a', 'c']"
keep visiting d h b c and a an infinite number of times,& G F d & G F h & G F b & G F c G F a,patrolling,"['d', 'h', 'b', 'c', 'a']"
keep visiting d h c a and b an infinite number of times,& G F d & G F h & G F c & G F a G F b,patrolling,"['d', 'h', 'c', 'a', 'b']"
keep visiting d h c b and a an infinite number of times,& G F d & G F h & G F c & G F b G F a,patrolling,"['d', 'h', 'c', 'b', 'a']"
keep visiting h a b c and d an infinite number of times,& G F h & G F a & G F b & G F c G F d,patrolling,"['h', 'a', 'b', 'c', 'd']"
keep visiting h a b d and c an infinite number of times,& G F h & G F a & G F b & G F d G F c,patrolling,"['h', 'a', 'b', 'd', 'c']"
keep visiting h a c b and d an infinite number of times,& G F h & G F a & G F c & G F b G F d,patrolling,"['h', 'a', 'c', 'b', 'd']"
keep visiting h a c d and b an infinite number of times,& G F h & G F a & G F c & G F d G F b,patrolling,"['h', 'a', 'c', 'd', 'b']"
keep visiting h a d b and c an infinite number of times,& G F h & G F a & G F d & G F b G F c,patrolling,"['h', 'a', 'd', 'b', 'c']"
keep visiting h a d c and b an infinite number of times,& G F h & G F a & G F d & G F c G F b,patrolling,"['h', 'a', 'd', 'c', 'b']"
keep visiting h b a c and d an infinite number of times,& G F h & G F b & G F a & G F c G F d,patrolling,"['h', 'b', 'a', 'c', 'd']"
keep visiting h b a d and c an infinite number of times,& G F h & G F b & G F a & G F d G F c,patrolling,"['h', 'b', 'a', 'd', 'c']"
keep visiting h b c a and d an infinite number of times,& G F h & G F b & G F c & G F a G F d,patrolling,"['h', 'b', 'c', 'a', 'd']"
keep visiting h b c d and a an infinite number of times,& G F h & G F b & G F c & G F d G F a,patrolling,"['h', 'b', 'c', 'd', 'a']"
keep visiting h b d a and c an infinite number of times,& G F h & G F b & G F d & G F a G F c,patrolling,"['h', 'b', 'd', 'a', 'c']"
keep visiting h b d c and a an infinite number of times,& G F h & G F b & G F d & G F c G F a,patrolling,"['h', 'b', 'd', 'c', 'a']"
keep visiting h c a b and d an infinite number of times,& G F h & G F c & G F a & G F b G F d,patrolling,"['h', 'c', 'a', 'b', 'd']"
keep visiting h c a d and b an infinite number of times,& G F h & G F c & G F a & G F d G F b,patrolling,"['h', 'c', 'a', 'd', 'b']"
keep visiting h c b a and d an infinite number of times,& G F h & G F c & G F b & G F a G F d,patrolling,"['h', 'c', 'b', 'a', 'd']"
keep visiting h c b d and a an infinite number of times,& G F h & G F c & G F b & G F d G F a,patrolling,"['h', 'c', 'b', 'd', 'a']"
keep visiting h c d a and b an infinite number of times,& G F h & G F c & G F d & G F a G F b,patrolling,"['h', 'c', 'd', 'a', 'b']"
keep visiting h c d b and a an infinite number of times,& G F h & G F c & G F d & G F b G F a,patrolling,"['h', 'c', 'd', 'b', 'a']"
keep visiting h d a b and c an infinite number of times,& G F h & G F d & G F a & G F b G F c,patrolling,"['h', 'd', 'a', 'b', 'c']"
keep visiting h d a c and b an infinite number of times,& G F h & G F d & G F a & G F c G F b,patrolling,"['h', 'd', 'a', 'c', 'b']"
keep visiting h d b a and c an infinite number of times,& G F h & G F d & G F b & G F a G F c,patrolling,"['h', 'd', 'b', 'a', 'c']"
keep visiting h d b c and a an infinite number of times,& G F h & G F d & G F b & G F c G F a,patrolling,"['h', 'd', 'b', 'c', 'a']"
keep visiting h d c a and b an infinite number of times,& G F h & G F d & G F c & G F a G F b,patrolling,"['h', 'd', 'c', 'a', 'b']"
keep visiting h d c b and a an infinite number of times,& G F h & G F d & G F c & G F b G F a,patrolling,"['h', 'd', 'c', 'b', 'a']"
do not stop visiting a b c d and h,& G F a & G F b & G F c & G F d G F h,patrolling,"['a', 'b', 'c', 'd', 'h']"
do not stop visiting a b c h and d,& G F a & G F b & G F c & G F h G F d,patrolling,"['a', 'b', 'c', 'h', 'd']"
do not stop visiting a b d c and h,& G F a & G F b & G F d & G F c G F h,patrolling,"['a', 'b', 'd', 'c', 'h']"
do not stop visiting a b d h and c,& G F a & G F b & G F d & G F h G F c,patrolling,"['a', 'b', 'd', 'h', 'c']"
do not stop visiting a b h c and d,& G F a & G F b & G F h & G F c G F d,patrolling,"['a', 'b', 'h', 'c', 'd']"
do not stop visiting a b h d and c,& G F a & G F b & G F h & G F d G F c,patrolling,"['a', 'b', 'h', 'd', 'c']"
do not stop visiting a c b d and h,& G F a & G F c & G F b & G F d G F h,patrolling,"['a', 'c', 'b', 'd', 'h']"
do not stop visiting a c b h and d,& G F a & G F c & G F b & G F h G F d,patrolling,"['a', 'c', 'b', 'h', 'd']"
do not stop visiting a c d b and h,& G F a & G F c & G F d & G F b G F h,patrolling,"['a', 'c', 'd', 'b', 'h']"
do not stop visiting a c d h and b,& G F a & G F c & G F d & G F h G F b,patrolling,"['a', 'c', 'd', 'h', 'b']"
do not stop visiting a c h b and d,& G F a & G F c & G F h & G F b G F d,patrolling,"['a', 'c', 'h', 'b', 'd']"
do not stop visiting a c h d and b,& G F a & G F c & G F h & G F d G F b,patrolling,"['a', 'c', 'h', 'd', 'b']"
do not stop visiting a d b c and h,& G F a & G F d & G F b & G F c G F h,patrolling,"['a', 'd', 'b', 'c', 'h']"
do not stop visiting a d b h and c,& G F a & G F d & G F b & G F h G F c,patrolling,"['a', 'd', 'b', 'h', 'c']"
do not stop visiting a d c b and h,& G F a & G F d & G F c & G F b G F h,patrolling,"['a', 'd', 'c', 'b', 'h']"
do not stop visiting a d c h and b,& G F a & G F d & G F c & G F h G F b,patrolling,"['a', 'd', 'c', 'h', 'b']"
do not stop visiting a d h b and c,& G F a & G F d & G F h & G F b G F c,patrolling,"['a', 'd', 'h', 'b', 'c']"
do not stop visiting a d h c and b,& G F a & G F d & G F h & G F c G F b,patrolling,"['a', 'd', 'h', 'c', 'b']"
do not stop visiting a h b c and d,& G F a & G F h & G F b & G F c G F d,patrolling,"['a', 'h', 'b', 'c', 'd']"
do not stop visiting a h b d and c,& G F a & G F h & G F b & G F d G F c,patrolling,"['a', 'h', 'b', 'd', 'c']"
do not stop visiting a h c b and d,& G F a & G F h & G F c & G F b G F d,patrolling,"['a', 'h', 'c', 'b', 'd']"
do not stop visiting a h c d and b,& G F a & G F h & G F c & G F d G F b,patrolling,"['a', 'h', 'c', 'd', 'b']"
do not stop visiting a h d b and c,& G F a & G F h & G F d & G F b G F c,patrolling,"['a', 'h', 'd', 'b', 'c']"
do not stop visiting a h d c and b,& G F a & G F h & G F d & G F c G F b,patrolling,"['a', 'h', 'd', 'c', 'b']"
do not stop visiting b a c d and h,& G F b & G F a & G F c & G F d G F h,patrolling,"['b', 'a', 'c', 'd', 'h']"
do not stop visiting b a c h and d,& G F b & G F a & G F c & G F h G F d,patrolling,"['b', 'a', 'c', 'h', 'd']"
do not stop visiting b a d c and h,& G F b & G F a & G F d & G F c G F h,patrolling,"['b', 'a', 'd', 'c', 'h']"
do not stop visiting b a d h and c,& G F b & G F a & G F d & G F h G F c,patrolling,"['b', 'a', 'd', 'h', 'c']"
do not stop visiting b a h c and d,& G F b & G F a & G F h & G F c G F d,patrolling,"['b', 'a', 'h', 'c', 'd']"
do not stop visiting b a h d and c,& G F b & G F a & G F h & G F d G F c,patrolling,"['b', 'a', 'h', 'd', 'c']"
do not stop visiting b c a d and h,& G F b & G F c & G F a & G F d G F h,patrolling,"['b', 'c', 'a', 'd', 'h']"
do not stop visiting b c a h and d,& G F b & G F c & G F a & G F h G F d,patrolling,"['b', 'c', 'a', 'h', 'd']"
do not stop visiting b c d a and h,& G F b & G F c & G F d & G F a G F h,patrolling,"['b', 'c', 'd', 'a', 'h']"
do not stop visiting b c d h and a,& G F b & G F c & G F d & G F h G F a,patrolling,"['b', 'c', 'd', 'h', 'a']"
do not stop visiting b c h a and d,& G F b & G F c & G F h & G F a G F d,patrolling,"['b', 'c', 'h', 'a', 'd']"
do not stop visiting b c h d and a,& G F b & G F c & G F h & G F d G F a,patrolling,"['b', 'c', 'h', 'd', 'a']"
do not stop visiting b d a c and h,& G F b & G F d & G F a & G F c G F h,patrolling,"['b', 'd', 'a', 'c', 'h']"
do not stop visiting b d a h and c,& G F b & G F d & G F a & G F h G F c,patrolling,"['b', 'd', 'a', 'h', 'c']"
do not stop visiting b d c a and h,& G F b & G F d & G F c & G F a G F h,patrolling,"['b', 'd', 'c', 'a', 'h']"
do not stop visiting b d c h and a,& G F b & G F d & G F c & G F h G F a,patrolling,"['b', 'd', 'c', 'h', 'a']"
do not stop visiting b d h a and c,& G F b & G F d & G F h & G F a G F c,patrolling,"['b', 'd', 'h', 'a', 'c']"
do not stop visiting b d h c and a,& G F b & G F d & G F h & G F c G F a,patrolling,"['b', 'd', 'h', 'c', 'a']"
do not stop visiting b h a c and d,& G F b & G F h & G F a & G F c G F d,patrolling,"['b', 'h', 'a', 'c', 'd']"
do not stop visiting b h a d and c,& G F b & G F h & G F a & G F d G F c,patrolling,"['b', 'h', 'a', 'd', 'c']"
do not stop visiting b h c a and d,& G F b & G F h & G F c & G F a G F d,patrolling,"['b', 'h', 'c', 'a', 'd']"
do not stop visiting b h c d and a,& G F b & G F h & G F c & G F d G F a,patrolling,"['b', 'h', 'c', 'd', 'a']"
do not stop visiting b h d a and c,& G F b & G F h & G F d & G F a G F c,patrolling,"['b', 'h', 'd', 'a', 'c']"
do not stop visiting b h d c and a,& G F b & G F h & G F d & G F c G F a,patrolling,"['b', 'h', 'd', 'c', 'a']"
do not stop visiting c a b d and h,& G F c & G F a & G F b & G F d G F h,patrolling,"['c', 'a', 'b', 'd', 'h']"
do not stop visiting c a b h and d,& G F c & G F a & G F b & G F h G F d,patrolling,"['c', 'a', 'b', 'h', 'd']"
do not stop visiting c a d b and h,& G F c & G F a & G F d & G F b G F h,patrolling,"['c', 'a', 'd', 'b', 'h']"
do not stop visiting c a d h and b,& G F c & G F a & G F d & G F h G F b,patrolling,"['c', 'a', 'd', 'h', 'b']"
do not stop visiting c a h b and d,& G F c & G F a & G F h & G F b G F d,patrolling,"['c', 'a', 'h', 'b', 'd']"
do not stop visiting c a h d and b,& G F c & G F a & G F h & G F d G F b,patrolling,"['c', 'a', 'h', 'd', 'b']"
do not stop visiting c b a d and h,& G F c & G F b & G F a & G F d G F h,patrolling,"['c', 'b', 'a', 'd', 'h']"
do not stop visiting c b a h and d,& G F c & G F b & G F a & G F h G F d,patrolling,"['c', 'b', 'a', 'h', 'd']"
do not stop visiting c b d a and h,& G F c & G F b & G F d & G F a G F h,patrolling,"['c', 'b', 'd', 'a', 'h']"
do not stop visiting c b d h and a,& G F c & G F b & G F d & G F h G F a,patrolling,"['c', 'b', 'd', 'h', 'a']"
do not stop visiting c b h a and d,& G F c & G F b & G F h & G F a G F d,patrolling,"['c', 'b', 'h', 'a', 'd']"
do not stop visiting c b h d and a,& G F c & G F b & G F h & G F d G F a,patrolling,"['c', 'b', 'h', 'd', 'a']"
do not stop visiting c d a b and h,& G F c & G F d & G F a & G F b G F h,patrolling,"['c', 'd', 'a', 'b', 'h']"
do not stop visiting c d a h and b,& G F c & G F d & G F a & G F h G F b,patrolling,"['c', 'd', 'a', 'h', 'b']"
do not stop visiting c d b a and h,& G F c & G F d & G F b & G F a G F h,patrolling,"['c', 'd', 'b', 'a', 'h']"
do not stop visiting c d b h and a,& G F c & G F d & G F b & G F h G F a,patrolling,"['c', 'd', 'b', 'h', 'a']"
do not stop visiting c d h a and b,& G F c & G F d & G F h & G F a G F b,patrolling,"['c', 'd', 'h', 'a', 'b']"
do not stop visiting c d h b and a,& G F c & G F d & G F h & G F b G F a,patrolling,"['c', 'd', 'h', 'b', 'a']"
do not stop visiting c h a b and d,& G F c & G F h & G F a & G F b G F d,patrolling,"['c', 'h', 'a', 'b', 'd']"
do not stop visiting c h a d and b,& G F c & G F h & G F a & G F d G F b,patrolling,"['c', 'h', 'a', 'd', 'b']"
do not stop visiting c h b a and d,& G F c & G F h & G F b & G F a G F d,patrolling,"['c', 'h', 'b', 'a', 'd']"
do not stop visiting c h b d and a,& G F c & G F h & G F b & G F d G F a,patrolling,"['c', 'h', 'b', 'd', 'a']"
do not stop visiting c h d a and b,& G F c & G F h & G F d & G F a G F b,patrolling,"['c', 'h', 'd', 'a', 'b']"
do not stop visiting c h d b and a,& G F c & G F h & G F d & G F b G F a,patrolling,"['c', 'h', 'd', 'b', 'a']"
do not stop visiting d a b c and h,& G F d & G F a & G F b & G F c G F h,patrolling,"['d', 'a', 'b', 'c', 'h']"
do not stop visiting d a b h and c,& G F d & G F a & G F b & G F h G F c,patrolling,"['d', 'a', 'b', 'h', 'c']"
do not stop visiting d a c b and h,& G F d & G F a & G F c & G F b G F h,patrolling,"['d', 'a', 'c', 'b', 'h']"
do not stop visiting d a c h and b,& G F d & G F a & G F c & G F h G F b,patrolling,"['d', 'a', 'c', 'h', 'b']"
do not stop visiting d a h b and c,& G F d & G F a & G F h & G F b G F c,patrolling,"['d', 'a', 'h', 'b', 'c']"
do not stop visiting d a h c and b,& G F d & G F a & G F h & G F c G F b,patrolling,"['d', 'a', 'h', 'c', 'b']"
do not stop visiting d b a c and h,& G F d & G F b & G F a & G F c G F h,patrolling,"['d', 'b', 'a', 'c', 'h']"
do not stop visiting d b a h and c,& G F d & G F b & G F a & G F h G F c,patrolling,"['d', 'b', 'a', 'h', 'c']"
do not stop visiting d b c a and h,& G F d & G F b & G F c & G F a G F h,patrolling,"['d', 'b', 'c', 'a', 'h']"
do not stop visiting d b c h and a,& G F d & G F b & G F c & G F h G F a,patrolling,"['d', 'b', 'c', 'h', 'a']"
do not stop visiting d b h a and c,& G F d & G F b & G F h & G F a G F c,patrolling,"['d', 'b', 'h', 'a', 'c']"
do not stop visiting d b h c and a,& G F d & G F b & G F h & G F c G F a,patrolling,"['d', 'b', 'h', 'c', 'a']"
do not stop visiting d c a b and h,& G F d & G F c & G F a & G F b G F h,patrolling,"['d', 'c', 'a', 'b', 'h']"
do not stop visiting d c a h and b,& G F d & G F c & G F a & G F h G F b,patrolling,"['d', 'c', 'a', 'h', 'b']"
do not stop visiting d c b a and h,& G F d & G F c & G F b & G F a G F h,patrolling,"['d', 'c', 'b', 'a', 'h']"
do not stop visiting d c b h and a,& G F d & G F c & G F b & G F h G F a,patrolling,"['d', 'c', 'b', 'h', 'a']"
do not stop visiting d c h a and b,& G F d & G F c & G F h & G F a G F b,patrolling,"['d', 'c', 'h', 'a', 'b']"
do not stop visiting d c h b and a,& G F d & G F c & G F h & G F b G F a,patrolling,"['d', 'c', 'h', 'b', 'a']"
do not stop visiting d h a b and c,& G F d & G F h & G F a & G F b G F c,patrolling,"['d', 'h', 'a', 'b', 'c']"
do not stop visiting d h a c and b,& G F d & G F h & G F a & G F c G F b,patrolling,"['d', 'h', 'a', 'c', 'b']"
do not stop visiting d h b a and c,& G F d & G F h & G F b & G F a G F c,patrolling,"['d', 'h', 'b', 'a', 'c']"
do not stop visiting d h b c and a,& G F d & G F h & G F b & G F c G F a,patrolling,"['d', 'h', 'b', 'c', 'a']"
do not stop visiting d h c a and b,& G F d & G F h & G F c & G F a G F b,patrolling,"['d', 'h', 'c', 'a', 'b']"
do not stop visiting d h c b and a,& G F d & G F h & G F c & G F b G F a,patrolling,"['d', 'h', 'c', 'b', 'a']"
do not stop visiting h a b c and d,& G F h & G F a & G F b & G F c G F d,patrolling,"['h', 'a', 'b', 'c', 'd']"
do not stop visiting h a b d and c,& G F h & G F a & G F b & G F d G F c,patrolling,"['h', 'a', 'b', 'd', 'c']"
do not stop visiting h a c b and d,& G F h & G F a & G F c & G F b G F d,patrolling,"['h', 'a', 'c', 'b', 'd']"
do not stop visiting h a c d and b,& G F h & G F a & G F c & G F d G F b,patrolling,"['h', 'a', 'c', 'd', 'b']"
do not stop visiting h a d b and c,& G F h & G F a & G F d & G F b G F c,patrolling,"['h', 'a', 'd', 'b', 'c']"
do not stop visiting h a d c and b,& G F h & G F a & G F d & G F c G F b,patrolling,"['h', 'a', 'd', 'c', 'b']"
do not stop visiting h b a c and d,& G F h & G F b & G F a & G F c G F d,patrolling,"['h', 'b', 'a', 'c', 'd']"
do not stop visiting h b a d and c,& G F h & G F b & G F a & G F d G F c,patrolling,"['h', 'b', 'a', 'd', 'c']"
do not stop visiting h b c a and d,& G F h & G F b & G F c & G F a G F d,patrolling,"['h', 'b', 'c', 'a', 'd']"
do not stop visiting h b c d and a,& G F h & G F b & G F c & G F d G F a,patrolling,"['h', 'b', 'c', 'd', 'a']"
do not stop visiting h b d a and c,& G F h & G F b & G F d & G F a G F c,patrolling,"['h', 'b', 'd', 'a', 'c']"
do not stop visiting h b d c and a,& G F h & G F b & G F d & G F c G F a,patrolling,"['h', 'b', 'd', 'c', 'a']"
do not stop visiting h c a b and d,& G F h & G F c & G F a & G F b G F d,patrolling,"['h', 'c', 'a', 'b', 'd']"
do not stop visiting h c a d and b,& G F h & G F c & G F a & G F d G F b,patrolling,"['h', 'c', 'a', 'd', 'b']"
do not stop visiting h c b a and d,& G F h & G F c & G F b & G F a G F d,patrolling,"['h', 'c', 'b', 'a', 'd']"
do not stop visiting h c b d and a,& G F h & G F c & G F b & G F d G F a,patrolling,"['h', 'c', 'b', 'd', 'a']"
do not stop visiting h c d a and b,& G F h & G F c & G F d & G F a G F b,patrolling,"['h', 'c', 'd', 'a', 'b']"
do not stop visiting h c d b and a,& G F h & G F c & G F d & G F b G F a,patrolling,"['h', 'c', 'd', 'b', 'a']"
do not stop visiting h d a b and c,& G F h & G F d & G F a & G F b G F c,patrolling,"['h', 'd', 'a', 'b', 'c']"
do not stop visiting h d a c and b,& G F h & G F d & G F a & G F c G F b,patrolling,"['h', 'd', 'a', 'c', 'b']"
